CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Churned
709,Spain,Female,45,2,0.0,2,No,Yes,162922.65,Not Churned
544,France,Female,21,10,161525.96,2,Yes,No,9262.77,Not Churned
712,Germany,Female,29,7,147199.07,1,Yes,Yes,84932.4,Not Churned
752,Germany,Male,38,3,183102.29,1,Yes,Yes,71557.12,Not Churned
648,Spain,Male,46,9,127209.0,2,Yes,No,77405.95,Churned
556,Spain,Male,38,8,0.0,2,No,No,417.41,Churned
594,Spain,Female,24,0,97378.54,1,Yes,Yes,71405.17,Not Churned
645,Germany,Female,37,2,136925.09,2,No,Yes,153400.24,Not Churned
557,France,Male,33,3,54503.55,1,Yes,Yes,371.05,Not Churned
547,Germany,Male,32,8,155726.85,1,Yes,No,67789.99,Not Churned
701,France,Female,39,9,0.0,2,No,Yes,145894.9,Not Churned
616,France,Female,66,1,135842.41,1,Yes,No,183840.51,Churned
605,France,Male,52,1,63349.75,1,Yes,No,108887.44,Not Churned
593,Germany,Female,38,4,129499.42,1,Yes,Yes,154071.27,Not Churned
751,Spain,Male,52,8,0.0,2,No,Yes,179291.85,Not Churned
443,Spain,Male,36,6,70438.01,2,No,Yes,56937.43,Not Churned
685,France,Male,23,8,0.0,2,Yes,Yes,112239.03,Not Churned
718,France,Male,36,9,0.0,1,Yes,No,45909.87,Not Churned
538,Spain,Female,49,9,141434.04,1,No,No,173779.25,Churned
611,Spain,Female,37,4,0.0,2,Yes,No,125696.26,Not Churned
668,Germany,Male,37,10,152958.29,2,Yes,Yes,159585.61,Not Churned
537,Germany,Female,41,3,138306.34,1,Yes,No,106761.47,Not Churned
709,Spain,Male,23,10,0.0,2,No,No,129590.18,Not Churned
850,France,Male,38,1,0.0,2,Yes,Yes,80006.65,Not Churned
745,Spain,Female,31,3,124328.84,1,Yes,Yes,140451.52,Not Churned
693,Germany,Female,41,9,181461.48,3,Yes,Yes,187929.43,Churned
795,Spain,Male,35,8,0.0,2,Yes,No,167155.36,Not Churned
626,Spain,Male,26,8,0.0,2,No,No,191420.71,Not Churned
487,Germany,Female,61,5,110368.03,1,No,No,11384.45,Churned
556,France,Female,39,9,89588.35,1,Yes,Yes,94898.1,Not Churned
643,France,Female,46,6,0.0,2,No,No,106781.59,Not Churned
605,France,Female,28,6,0.0,2,No,No,159508.52,Not Churned
756,Germany,Female,60,3,115924.89,1,Yes,No,93524.19,Churned
586,France,Female,38,2,0.0,2,Yes,No,87168.46,Not Churned
535,Germany,Male,40,7,111756.5,1,Yes,No,8128.32,Churned
678,France,Female,35,4,0.0,1,Yes,No,125518.32,Not Churned
596,France,Male,39,9,0.0,1,Yes,No,48963.59,Not Churned
648,France,Male,26,9,162923.85,1,Yes,No,98368.24,Not Churned
492,Germany,Male,39,10,124576.65,2,Yes,No,148584.61,Not Churned
702,France,Male,45,0,80793.58,1,Yes,Yes,27474.81,Not Churned
486,Germany,Female,40,9,71340.09,1,Yes,No,76192.21,Not Churned
568,Germany,Male,40,1,99282.63,1,No,No,134600.94,Churned
619,Germany,Male,57,3,137946.39,1,Yes,Yes,72467.99,Churned
724,Germany,Male,41,2,127892.57,2,No,Yes,199645.45,Not Churned
548,Germany,Female,33,0,101084.36,1,Yes,No,42749.85,Not Churned
545,Germany,Female,37,8,114754.08,1,Yes,No,136050.44,Churned
683,France,Male,33,8,0.0,1,No,No,73564.44,Not Churned
762,France,Female,51,3,99286.98,1,No,Yes,85578.63,Not Churned
627,Germany,Female,30,4,79871.02,2,Yes,No,129826.89,Not Churned
516,France,Male,35,10,104088.59,2,No,No,119666.0,Not Churned
800,France,Female,38,2,168190.33,2,Yes,No,68052.08,Not Churned
464,Germany,Female,42,3,85679.25,1,Yes,Yes,164104.74,Not Churned
626,France,Female,35,3,0.0,1,No,No,80190.36,Not Churned
790,France,Female,31,9,0.0,2,Yes,No,84126.75,Not Churned
534,France,Female,34,7,121551.58,2,Yes,Yes,70179.0,Not Churned
745,France,Male,46,2,122220.19,1,Yes,Yes,118024.1,Not Churned
553,Spain,Male,47,3,116528.15,1,No,No,145704.19,Churned
748,France,Female,26,1,77780.29,1,No,Yes,183049.41,Not Churned
722,France,Male,37,2,0.0,1,No,No,120906.83,Not Churned
501,France,Male,40,4,125832.2,1,Yes,Yes,100433.83,Not Churned
675,France,Female,38,6,68065.8,1,No,No,138777.0,Churned
778,Spain,Female,47,6,127299.34,2,Yes,No,124694.99,Not Churned
494,Germany,Female,38,7,174937.64,1,Yes,No,40084.32,Not Churned
850,France,Male,40,9,0.0,2,No,Yes,119232.33,Not Churned
592,Spain,Male,31,7,110071.1,1,No,No,43921.36,Not Churned
590,Spain,Female,44,3,139432.37,1,Yes,No,62222.81,Not Churned
758,France,Female,39,6,127357.76,1,No,Yes,56577.0,Not Churned
506,France,Male,36,5,0.0,2,Yes,No,164253.35,Not Churned
733,France,Male,33,3,0.0,1,Yes,Yes,7666.73,Not Churned
711,France,Male,38,3,0.0,2,Yes,No,68487.51,Not Churned
514,Germany,Male,43,1,95556.31,1,No,Yes,199273.98,Churned
637,Spain,Male,37,8,0.0,1,Yes,Yes,186062.36,Not Churned
468,Germany,Male,29,1,111681.98,2,Yes,Yes,195711.16,Not Churned
539,France,Male,39,3,0.0,2,Yes,No,36692.17,Not Churned
509,Spain,Female,25,3,108738.71,2,Yes,No,106920.57,Not Churned
662,France,Female,32,4,133950.37,1,Yes,Yes,48725.68,Churned
818,Spain,Male,26,4,0.0,2,Yes,Yes,167036.94,Not Churned
608,France,Male,33,9,89968.69,1,Yes,No,68777.26,Not Churned
850,Spain,Female,32,9,0.0,2,Yes,Yes,18924.92,Not Churned
816,Germany,Female,38,5,130878.75,3,Yes,No,71905.77,Churned
536,France,Male,35,8,0.0,2,Yes,No,64833.28,Not Churned
753,France,Male,35,3,0.0,2,Yes,Yes,184843.77,Not Churned
631,Spain,Male,27,10,134169.62,1,Yes,Yes,176730.02,Not Churned
703,France,Male,37,1,149762.08,1,Yes,No,20629.4,Churned
774,France,Male,26,2,93844.69,1,Yes,No,28415.36,Not Churned
785,France,Male,28,8,0.0,2,Yes,No,77231.27,Not Churned
571,France,Female,33,1,0.0,2,Yes,No,102750.7,Not Churned
621,Germany,Male,46,6,141078.37,1,No,No,34580.8,Churned
605,Germany,Female,31,1,117992.59,1,Yes,Yes,183598.77,Not Churned
611,France,Female,40,8,100812.33,2,Yes,No,147358.27,Not Churned
569,France,Male,38,7,0.0,1,Yes,Yes,108469.2,Not Churned
658,France,Male,29,4,80262.6,1,Yes,Yes,20612.82,Not Churned
788,Spain,Male,34,6,156478.62,1,No,Yes,181196.76,Not Churned
525,France,Female,23,5,0.0,2,Yes,No,160249.1,Not Churned
798,France,Male,37,8,0.0,3,No,No,110783.28,Not Churned
486,Germany,Male,37,9,115217.99,2,Yes,No,144995.33,Not Churned
615,Spain,Male,61,9,0.0,2,Yes,No,150227.85,Churned
730,France,Female,35,0,155470.55,1,Yes,Yes,53718.28,Not Churned
641,France,Male,37,7,0.0,2,Yes,No,75248.3,Not Churned
542,France,Male,39,3,135096.77,1,Yes,Yes,14353.43,Churned
692,France,Male,30,2,0.0,2,No,Yes,130486.57,Not Churned
714,Germany,Female,55,9,180075.22,1,Yes,Yes,100127.71,Not Churned
591,Spain,Male,29,1,97541.24,1,Yes,Yes,196356.17,Not Churned
710,France,Female,41,2,156067.05,1,Yes,Yes,9983.88,Not Churned
639,France,Female,38,4,81550.94,2,No,Yes,118974.77,Not Churned
531,France,Female,47,6,0.0,1,No,No,194998.34,Churned
673,France,Female,38,2,170061.92,2,No,No,134901.34,Churned
765,Germany,Male,36,8,92310.54,2,Yes,Yes,72924.56,Not Churned
622,France,Female,32,6,169089.38,2,Yes,No,101057.95,Not Churned
806,France,Male,40,5,80613.93,1,Yes,Yes,142838.64,Not Churned
757,Germany,Male,26,8,121581.56,2,Yes,Yes,127059.04,Not Churned
570,France,Female,58,8,0.0,1,No,Yes,116503.92,Churned
555,Spain,Male,32,4,0.0,2,Yes,Yes,54405.79,Not Churned
692,France,Male,54,5,0.0,2,Yes,Yes,88721.84,Not Churned
774,France,Male,60,5,85891.55,1,Yes,No,74135.48,Churned
638,Spain,Male,44,9,77637.35,2,Yes,Yes,111346.22,Not Churned
543,Spain,Female,41,4,0.0,1,No,No,194902.16,Not Churned
584,France,Male,31,5,0.0,2,Yes,No,31474.27,Not Churned
691,Germany,Male,30,7,116927.89,1,Yes,No,21198.39,Not Churned
684,Germany,Female,40,6,137326.65,1,Yes,No,186976.6,Not Churned
733,France,Male,22,5,0.0,2,Yes,Yes,117202.19,Not Churned
599,Spain,Female,37,2,0.0,2,Yes,Yes,143739.29,Not Churned
524,Germany,Female,31,10,67238.98,2,Yes,Yes,161811.23,Not Churned
632,Germany,Female,38,6,86569.76,2,Yes,No,98090.91,Not Churned
735,Spain,Male,34,5,0.0,2,No,No,71095.41,Not Churned
734,France,Male,34,6,133598.4,1,Yes,Yes,13107.24,Not Churned
605,France,Female,51,3,136188.78,1,Yes,Yes,67110.59,Churned
793,Spain,Male,38,9,0.0,2,Yes,No,88225.02,Not Churned
468,France,Female,56,10,0.0,3,No,Yes,62256.87,Churned
779,Germany,Male,37,7,120092.52,2,Yes,No,135925.72,Not Churned
698,France,Male,48,4,101238.24,2,No,Yes,177815.87,Churned
707,France,Male,58,6,89685.92,1,No,Yes,126471.13,Not Churned
850,France,Female,35,1,211774.31,1,Yes,No,188574.12,Churned
850,France,Male,56,7,131317.48,1,Yes,Yes,119175.45,Not Churned
527,Spain,Male,37,5,93722.73,2,Yes,Yes,139093.73,Not Churned
696,Germany,Male,32,8,101160.99,1,Yes,Yes,115916.55,Not Churned
661,France,Male,48,3,120320.54,1,No,No,96463.25,Not Churned
776,France,Female,31,2,0.0,2,Yes,Yes,112349.51,Not Churned
701,France,Male,43,2,0.0,2,Yes,Yes,165303.79,Not Churned
610,France,Male,26,8,0.0,2,Yes,No,166031.08,Not Churned
572,Germany,Female,48,3,152827.99,1,Yes,No,38411.79,Churned
673,France,Male,30,1,64097.75,1,Yes,Yes,77783.35,Not Churned
519,Spain,Female,57,2,119035.35,2,Yes,Yes,29871.79,Not Churned
702,Spain,Female,26,4,135219.57,1,No,Yes,59747.63,Not Churned
729,France,Male,32,6,93694.42,1,Yes,Yes,79919.13,Not Churned
543,Spain,Male,35,10,59408.63,1,Yes,No,76773.53,Not Churned
550,France,Female,40,7,114354.95,1,Yes,No,54018.93,Not Churned
608,France,Male,59,1,0.0,1,Yes,No,70649.64,Churned
639,Germany,Male,35,10,128173.9,2,Yes,No,59093.39,Not Churned
686,Spain,Male,34,9,0.0,2,Yes,No,127569.8,Not Churned
564,Germany,Female,62,5,114931.35,3,No,Yes,18260.98,Churned
745,Germany,Female,28,1,111071.36,1,Yes,No,73275.96,Churned
833,France,Male,37,8,151226.18,2,Yes,Yes,136129.49,Not Churned
622,France,Male,26,9,0.0,2,Yes,Yes,153237.59,Not Churned
597,France,Female,42,4,64740.12,1,Yes,Yes,106841.12,Not Churned
721,Spain,Male,51,0,169312.13,1,Yes,No,109078.35,Churned
504,France,Female,49,7,0.0,3,No,Yes,87822.14,Churned
842,Spain,Female,44,2,112652.08,2,Yes,No,126644.98,Not Churned
587,France,Male,38,0,0.0,2,Yes,No,47414.15,Not Churned
479,Germany,Female,30,7,143964.36,2,Yes,No,41879.99,Not Churned
508,France,Male,49,7,122451.46,2,Yes,Yes,75808.1,Not Churned
749,France,Male,24,1,0.0,3,Yes,Yes,47911.03,Not Churned
721,Germany,Female,36,3,65253.07,2,Yes,No,28737.78,Not Churned
674,Germany,Male,47,6,106901.94,1,Yes,Yes,2079.2,Churned
685,Spain,Female,25,10,128509.63,1,Yes,No,121562.33,Not Churned
417,France,Male,34,7,0.0,2,Yes,No,55003.79,Not Churned
574,Germany,Male,33,3,129834.67,1,Yes,No,193131.42,Not Churned
590,Spain,Female,51,3,154962.99,3,No,Yes,191932.27,Churned
587,Germany,Male,40,5,138241.9,2,Yes,No,159418.1,Not Churned
598,Germany,Male,41,3,91536.93,1,Yes,No,191468.78,Churned
741,Spain,Male,53,3,0.0,2,Yes,Yes,38913.68,Not Churned
850,Spain,Female,70,5,0.0,1,Yes,Yes,705.18,Not Churned
584,Germany,Female,29,7,105204.01,1,No,Yes,138490.03,Not Churned
650,Spain,Male,61,1,152968.73,1,No,Yes,82970.69,Not Churned
607,Spain,Male,36,8,158261.68,1,Yes,Yes,76744.72,Not Churned
509,France,Female,46,1,0.0,1,Yes,No,71244.59,Churned
689,Spain,Female,38,6,121021.05,1,Yes,Yes,12182.15,Not Churned
543,France,Male,36,4,0.0,2,Yes,Yes,141210.5,Not Churned
438,Spain,Female,54,2,0.0,1,No,No,191763.07,Churned
687,Spain,Female,63,1,137715.66,1,Yes,Yes,37938.74,Not Churned
737,Germany,Male,31,5,121192.22,2,Yes,Yes,74890.58,Not Churned
761,France,Male,31,7,0.0,3,Yes,Yes,166698.18,Not Churned
601,France,Male,44,1,100486.18,2,Yes,Yes,62678.53,Not Churned
651,France,Male,45,1,0.0,1,Yes,No,67740.08,Churned
745,France,Male,35,9,92566.53,2,Yes,No,161519.77,Not Churned
648,Spain,Female,49,10,0.0,2,Yes,Yes,159835.78,Churned
848,Spain,Male,40,3,110929.96,1,Yes,Yes,30876.84,Not Churned
546,France,Female,27,8,0.0,2,Yes,Yes,14858.1,Not Churned
439,Spain,Female,32,3,138901.61,1,Yes,No,75685.97,Not Churned
755,France,Male,30,4,123217.66,2,No,Yes,144183.1,Not Churned
593,France,Female,41,6,0.0,1,Yes,No,65170.66,Not Churned
701,France,Male,39,2,0.0,2,Yes,Yes,82526.92,Not Churned
701,Spain,Male,36,8,0.0,2,Yes,No,169161.46,Not Churned
607,Spain,Female,33,2,108431.87,2,No,Yes,109291.39,Churned
586,Spain,Female,57,3,0.0,2,No,Yes,6057.81,Not Churned
547,Germany,Female,30,9,72392.41,1,Yes,No,77077.14,Not Churned
647,Germany,Female,51,1,119741.77,2,No,No,54954.51,Churned
760,France,Female,51,2,100946.71,1,No,No,179614.8,Churned
621,Spain,Male,53,9,170491.84,1,Yes,No,35588.07,Churned
725,France,Male,44,5,0.0,1,Yes,Yes,117356.14,Not Churned
526,France,Male,36,1,0.0,1,Yes,No,160696.72,Not Churned
519,Spain,Female,47,6,157296.02,2,No,No,147278.43,Churned
713,Germany,Female,38,7,144606.22,1,Yes,Yes,56594.36,Churned
700,France,Male,38,8,134811.3,1,Yes,No,1299.75,Not Churned
666,France,Female,34,9,115897.12,1,Yes,Yes,25095.03,Not Churned
630,Spain,Male,32,4,82034.0,1,No,No,146326.45,Not Churned
779,Spain,Female,26,4,174318.13,2,No,Yes,38296.21,Not Churned
611,Germany,Female,41,2,114206.84,1,Yes,No,164061.6,Not Churned
685,Spain,Male,43,9,0.0,2,Yes,No,107811.28,Not Churned
646,Germany,Male,39,9,111574.41,1,Yes,Yes,30838.51,Not Churned
683,Germany,Female,57,5,162448.69,1,No,No,9221.78,Churned
484,Germany,Female,34,4,148249.54,1,No,Yes,33738.27,Not Churned
601,France,Female,43,8,0.0,3,No,Yes,110916.15,Churned
762,Spain,Female,26,7,123709.46,2,Yes,Yes,169654.57,Not Churned
687,France,Female,72,9,0.0,1,No,Yes,69829.4,Not Churned
566,France,Male,30,5,0.0,1,Yes,No,54926.51,Churned
702,France,Male,37,10,150525.8,1,Yes,Yes,94728.49,Not Churned
601,France,Male,29,9,0.0,1,Yes,Yes,80393.27,Not Churned
699,France,Male,53,4,0.0,2,No,Yes,111307.98,Not Churned
584,France,Male,28,10,0.0,2,Yes,No,19834.32,Not Churned
699,France,Male,35,5,0.0,2,Yes,Yes,78397.24,Not Churned
698,Germany,Female,51,2,111018.98,1,Yes,No,86410.28,Not Churned
495,France,Male,30,10,129755.99,1,No,No,172749.65,Not Churned
650,France,Female,27,6,0.0,2,Yes,No,1002.39,Not Churned
605,France,Female,64,2,129555.7,1,Yes,Yes,13601.79,Not Churned
667,Spain,Male,38,1,87202.38,1,Yes,Yes,77866.91,Not Churned
688,Germany,Male,26,8,146133.39,1,Yes,Yes,175296.76,Not Churned
727,Spain,Female,31,0,0.0,1,Yes,No,121751.04,Churned
754,Spain,Male,39,6,170184.99,2,Yes,No,89593.26,Not Churned
612,Germany,Female,62,8,140745.33,1,Yes,No,193437.89,Churned
546,Spain,Male,42,7,139070.51,1,Yes,Yes,86945.0,Not Churned
673,Spain,Female,37,8,0.0,2,Yes,Yes,183318.79,Not Churned
593,France,Male,35,9,114193.24,1,Yes,No,71154.1,Not Churned
656,Spain,Female,40,10,167878.5,1,No,Yes,151887.16,Not Churned
535,Germany,Female,53,5,141616.55,2,Yes,Yes,75888.65,Not Churned
678,Germany,Male,36,3,145747.67,2,No,Yes,89566.74,Not Churned
477,Spain,Female,48,2,129120.64,1,No,Yes,26475.79,Not Churned
850,Spain,Male,35,7,110349.82,1,No,No,126355.8,Not Churned
427,France,Male,29,1,141325.56,1,Yes,Yes,93839.3,Not Churned
752,France,Male,49,2,78653.84,1,Yes,No,7698.6,Not Churned
649,France,Male,47,1,0.0,2,Yes,Yes,145593.85,Not Churned
799,Spain,Female,28,3,142253.65,1,Yes,No,45042.56,Not Churned
589,France,Female,61,1,0.0,1,Yes,No,61108.56,Churned
583,Germany,Female,54,6,115988.86,1,Yes,No,57553.98,Churned
839,Spain,Female,33,10,75592.43,1,Yes,No,62674.42,Not Churned
540,Germany,Male,44,3,164113.04,2,Yes,Yes,12120.79,Not Churned
850,France,Male,31,6,67996.23,2,No,No,50129.87,Churned
696,Spain,Female,51,5,0.0,2,Yes,No,55022.43,Not Churned
660,Spain,Female,33,1,0.0,2,No,No,117834.91,Not Churned
682,France,Male,48,1,138778.15,1,No,Yes,168840.23,Not Churned
744,France,Female,43,10,147832.15,1,No,Yes,24234.11,Not Churned
785,France,Female,36,4,135438.4,1,No,No,190627.01,Not Churned
752,Spain,Male,48,5,116060.08,1,Yes,No,156618.38,Churned
706,France,Female,29,5,112564.62,1,Yes,No,42334.38,Not Churned
583,France,Female,27,1,125406.58,1,Yes,Yes,110784.42,Not Churned
660,Germany,Female,39,5,135134.99,1,Yes,No,173683.0,Churned
819,France,Female,39,9,133102.92,1,Yes,No,27046.46,Churned
673,France,Female,34,8,42157.08,1,Yes,No,20598.59,Churned
752,France,Female,30,3,0.0,2,Yes,Yes,104991.28,Not Churned
578,France,Male,38,7,82259.29,1,Yes,No,8996.97,Not Churned
438,France,Female,36,4,0.0,2,Yes,No,64420.5,Not Churned
652,France,Male,38,6,0.0,2,Yes,Yes,145700.22,Not Churned
629,France,Female,49,4,0.0,2,Yes,Yes,196335.48,Not Churned
720,France,Male,52,7,0.0,1,Yes,Yes,14781.12,Not Churned
668,France,Male,42,3,150461.07,1,Yes,No,108139.23,Not Churned
459,Germany,Male,48,4,133994.52,1,Yes,Yes,19287.06,Churned
729,Spain,Male,31,8,164870.81,2,Yes,Yes,9567.39,Not Churned
498,Germany,Male,25,8,121702.73,1,Yes,Yes,132210.49,Not Churned
549,Spain,Male,25,6,193858.2,1,No,Yes,21600.11,Not Churned
601,Germany,Female,54,1,131039.97,2,Yes,Yes,199661.5,Not Churned
544,France,Male,64,9,113829.45,1,Yes,Yes,124341.49,Not Churned
751,France,Female,30,6,0.0,2,Yes,No,15766.1,Not Churned
632,Germany,Female,41,3,81877.38,1,Yes,Yes,33642.21,Not Churned
694,Spain,Male,57,8,116326.07,1,Yes,Yes,117704.65,Not Churned
678,France,Male,31,2,0.0,2,Yes,Yes,58803.28,Not Churned
695,France,Male,46,4,0.0,2,Yes,Yes,137537.22,Not Churned
661,France,Female,41,1,0.0,2,No,Yes,131300.68,Not Churned
661,France,Male,33,9,0.0,2,Yes,Yes,84174.81,Not Churned
559,France,Female,31,3,127070.73,1,No,Yes,160941.78,Not Churned
503,France,Male,29,3,0.0,2,Yes,Yes,143954.99,Not Churned
695,Spain,Male,46,3,122549.64,1,Yes,Yes,56297.85,Not Churned
640,France,Female,42,5,176099.13,1,Yes,Yes,8404.73,Not Churned
624,Germany,Female,48,3,122388.38,2,No,No,30020.09,Not Churned
667,France,Male,42,9,0.0,2,No,Yes,58137.42,Not Churned
642,France,Male,26,0,0.0,1,No,No,47472.68,Not Churned
640,Spain,Female,32,6,118879.35,2,Yes,Yes,19131.71,Not Churned
529,Spain,Male,35,5,0.0,2,Yes,Yes,187288.5,Not Churned
563,France,Female,39,5,0.0,2,Yes,Yes,17603.81,Not Churned
593,Spain,Female,38,4,88736.44,2,Yes,No,67020.03,Not Churned
739,Germany,Male,45,7,102703.62,1,No,Yes,147802.94,Churned
788,Spain,Female,70,1,0.0,2,Yes,Yes,41610.62,Not Churned
684,Spain,Female,38,3,0.0,2,Yes,No,44255.65,Not Churned
482,France,Male,55,5,97318.25,1,No,Yes,78416.14,Not Churned
591,Spain,Male,58,5,128468.69,1,No,Yes,137254.55,Not Churned
651,Germany,Female,41,4,133432.59,1,No,Yes,151303.48,Not Churned
749,Germany,Female,40,8,141782.57,2,No,No,86333.63,Not Churned
583,France,Male,24,9,135125.28,1,No,No,89801.9,Not Churned
661,Spain,Male,42,2,178820.91,1,No,No,29358.57,Churned
715,France,Female,31,2,112212.14,2,Yes,Yes,181600.72,Not Churned
769,Germany,Female,45,5,126674.81,1,Yes,No,124118.71,Churned
625,France,Female,51,7,136294.97,1,Yes,No,38867.46,Churned
641,France,Female,36,5,66392.64,1,Yes,No,31106.67,Not Churned
716,Germany,Male,27,1,122552.34,2,Yes,No,67611.36,Not Churned
767,France,Male,43,1,76408.85,2,Yes,No,77837.63,Not Churned
745,Germany,Male,36,8,145071.24,1,No,No,6078.46,Not Churned
589,France,Male,34,6,0.0,2,Yes,Yes,177896.92,Not Churned
796,France,Female,45,2,109730.22,1,Yes,Yes,123882.73,Not Churned
664,France,Male,57,6,0.0,2,Yes,Yes,15304.08,Not Churned
445,Spain,Male,62,1,64119.38,1,Yes,Yes,76569.64,Churned
543,Germany,Female,57,1,106138.33,2,Yes,Yes,120657.32,Churned
746,Spain,Male,36,2,0.0,2,Yes,Yes,16436.56,Not Churned
742,Germany,Male,33,0,181656.51,1,Yes,Yes,107667.91,Not Churned
750,France,Female,32,5,0.0,2,Yes,No,95611.47,Not Churned
669,France,Male,30,7,95128.86,1,No,No,19799.26,Not Churned
594,Spain,Female,49,2,126615.94,2,No,Yes,123214.74,Not Churned
574,Spain,Male,36,1,0.0,2,No,Yes,71709.12,Not Churned
659,Germany,Male,36,2,76190.48,2,Yes,Yes,149066.14,Not Churned
750,Germany,Male,40,5,168286.81,3,Yes,No,20451.99,Churned
626,Germany,Male,35,4,88109.81,1,Yes,Yes,32825.5,Not Churned
620,France,Male,42,4,0.0,2,Yes,No,6232.31,Not Churned
580,France,Female,35,8,0.0,2,No,Yes,10357.03,Not Churned
686,France,Female,34,3,123971.51,2,Yes,No,147794.63,Not Churned
540,France,Male,48,0,148116.48,1,No,No,116973.48,Not Churned
634,Germany,Male,35,6,116269.01,1,Yes,No,129964.94,Not Churned
632,Spain,Male,38,1,120599.21,1,Yes,No,92816.86,Not Churned
501,France,Female,41,3,144260.5,1,Yes,No,172114.67,Not Churned
650,Spain,Female,25,3,86605.5,3,Yes,No,16649.31,Churned
786,France,Male,34,9,0.0,2,Yes,No,144517.19,Not Churned
554,Germany,Female,37,4,58629.97,1,No,No,182038.6,Not Churned
701,Spain,Female,42,5,0.0,2,No,No,24210.56,Not Churned
474,France,Male,45,10,0.0,2,No,No,172175.9,Not Churned
621,France,Female,43,5,0.0,1,Yes,Yes,47578.45,Not Churned
672,Spain,Female,56,2,209767.31,2,Yes,Yes,150694.42,Churned
459,Spain,Female,42,6,129634.25,2,Yes,Yes,177683.02,Churned
669,France,Male,23,1,0.0,2,No,No,66088.83,Not Churned
776,France,Female,38,2,169824.46,1,Yes,No,169291.7,Not Churned
694,France,Male,36,3,97530.25,1,Yes,Yes,117140.41,Not Churned
787,France,Female,42,10,145988.65,2,Yes,Yes,79510.37,Not Churned
580,France,Male,37,9,0.0,2,No,Yes,77108.66,Not Churned
711,France,Female,25,7,0.0,3,Yes,Yes,9679.28,Not Churned
673,France,Female,40,5,137494.28,1,Yes,No,81753.92,Not Churned
499,France,Female,57,1,0.0,1,No,No,131372.38,Churned
591,France,Male,24,6,147360.0,1,Yes,Yes,25310.82,Not Churned
769,France,Female,25,10,0.0,2,No,No,187925.75,Not Churned
657,Spain,Male,31,3,125167.02,1,No,No,98820.39,Not Churned
738,Germany,Male,43,9,121152.05,2,Yes,No,64166.7,Churned
545,Germany,Female,60,7,128981.07,1,No,Yes,176924.21,Churned
497,France,Male,47,6,0.0,1,Yes,Yes,90055.08,Not Churned
816,Spain,Male,67,6,151858.98,1,Yes,Yes,72814.31,Not Churned
525,France,Male,36,2,114628.4,1,No,Yes,168290.06,Not Churned
725,France,Male,46,6,0.0,2,Yes,No,161767.38,Not Churned
692,France,Female,28,8,95059.02,2,Yes,No,44420.18,Not Churned
618,France,Female,24,7,128736.39,1,No,Yes,37147.61,Not Churned
546,France,Male,24,8,156325.38,1,Yes,Yes,125381.02,Not Churned
635,France,Male,29,7,105405.97,1,Yes,Yes,149853.89,Not Churned
611,France,Female,49,2,88915.37,3,No,No,161435.02,Churned
650,France,Male,60,8,0.0,2,Yes,Yes,102925.76,Not Churned
606,France,Male,40,5,0.0,2,Yes,Yes,70899.27,Not Churned
844,France,Male,18,2,160980.03,1,No,No,145936.28,Not Churned
450,Spain,Female,46,5,177619.71,1,Yes,No,54227.06,Not Churned
727,Spain,Male,38,2,62276.99,1,Yes,Yes,59280.79,Not Churned
460,Germany,Male,46,4,127559.97,2,Yes,Yes,126952.5,Not Churned
649,France,Male,41,0,0.0,2,No,Yes,130567.02,Not Churned
758,Germany,Female,47,9,95523.16,1,Yes,No,73294.48,Not Churned
490,France,Female,35,7,107749.03,1,Yes,Yes,3937.37,Not Churned
815,Germany,Male,37,2,110777.26,2,Yes,No,2383.59,Not Churned
838,Spain,Female,39,5,166733.92,2,Yes,No,14279.44,Not Churned
803,France,Male,31,9,157120.86,2,Yes,No,141300.53,Not Churned
664,Germany,Female,36,2,127160.78,2,Yes,No,78140.75,Not Churned
